"Município";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";" Total"
"410740 ENEAS MARQUES";"0";"88,89";"78,79";"93,62";"95,29";"77,08";"111,49";"119,70";"108,33";"104,48";"119,30";"122,81";"149,12";"101,75";"100,00";"130,30";"106,67";"105,33";"86,67";"110,45";"127,69";"87,69";"71,43";"197,67";"43,33";"109,87"
"410750 ENGENHEIRO BELTRAO";"0";"71,79";"61,54";"112,08";"107,98";"98,96";"91,20";"124,87";"117,11";"120,27";"104,22";"92,17";"87,95";"93,98";"135,44";"131,06";"92,68";"88,48";"78,01";"94,74";"76,36";"36,97";"46,94";"91,30";"72,41";"97,83"
"410752 ESPERANCA NOVA";"0";"141,38";"186,21";"104,17";"116,67";"76,19";"131,82";"140,00";"80,00";"111,76";"90,48";"95,24";"109,52";"80,95";"127,78";"28,00";"132,00";"71,43";"82,86";"84,62";"100,00";"109,09";"123,81";"158,82";"90,91";"113,10"
"410753 ENTRE RIOS DO OESTE";"0";"106,25";"104,17";"105,45";"140,48";"112,77";"129,79";"79,63";"138,30";"84,62";"96,30";"111,11";"79,63";"83,33";"127,66";"77,19";"128,95";"129,41";"127,45";"85,29";"107,27";"116,36";"96,43";"139,53";"69,57";"112,00"
"410754 ESPIGAO ALTO DO IGUACU";"0";"92,05";"105,68";"108,99";"105,22";"73,20";"85,71";"94,74";"119,72";"126,23";"95,12";"102,44";"89,02";"97,56";"106,85";"88,31";"85,07";"133,33";"115,87";"84,06";"104,76";"115,87";"88,89";"122,03";"107,69";"108,23"
"410755 FAROL";"0";"109,09";"98,18";"91,80";"135,71";"108,93";"82,46";"113,21";"97,83";"82,14";"126,09";"93,48";"73,91";"117,39";"98,25";"127,27";"113,33";"105,88";"74,51";"114,29";"54,17";"41,67";"60,00";"120,00";"46,15";"100,27"
"410760 FAXINAL";"0";"100,47";"142,72";"95,14";"87,91";"57,76";"104,36";"84,21";"85,83";"81,06";"91,49";"77,87";"110,21";"94,89";"67,91";"107,38";"113,53";"80,65";"78,14";"78,86";"84,81";"80,37";"58,10";"123,50";"86,67";"94,24"
"410765 FAZENDA RIO GRANDE";"0";"83,08";"114,69";"120,45";"110,32";"93,22";"94,79";"103,08";"93,75";"93,80";"108,53";"101,15";"120,83";"131,67";"124,89";"130,74";"104,91";"94,17";"89,97";"77,50";"76,54";"37,86";"52,76";"88,05";"61,95";"98,62"
"410770 FENIX";"0";"90,00";"110,00";"108,82";"109,23";"98,53";"100,00";"124,56";"158,97";"79,17";"115,91";"122,73";"127,27";"102,27";"158,33";"105,36";"74,65";"85,48";"93,55";"146,67";"116,95";"91,53";"137,50";"144,44";"164,71";"115,68"
"410773 FERNANDES PINHEIRO";"0";"83,87";"102,42";"121,85";"100,00";"97,20";"105,21";"87,50";"117,05";"130,00";"119,77";"110,47";"118,60";"132,56";"106,36";"89,09";"129,07";"116,22";"117,57";"121,69";"86,27";"62,75";"52,33";"84,62";"36,67";"105,69"
"410775 FIGUEIRA";"0";"97,81";"103,28";"96,00";"91,25";"125,20";"133,64";"86,03";"95,52";"107,00";"138,84";"96,69";"114,05";"106,61";"86,84";"115,89";"80,77";"84,95";"89,25";"120,00";"109,28";"95,88";"75,65";"96,77";"87,80";"107,91"
"410780 FLORAI";"0";"110,91";"107,27";"95,24";"113,89";"117,65";"60,66";"119,61";"70,91";"148,94";"90,91";"96,36";"69,09";"78,18";"91,07";"134,69";"88,89";"78,95";"91,23";"100,00";"90,91";"109,09";"126,67";"61,64";"76,47";"101,10"
"410785 FLOR DA SERRA DO SUL";"0";"125,22";"39,13";"100,00";"95,10";"229,17";"97,37";"132,31";"93,55";"105,00";"147,73";"165,91";"140,91";"150,00";"88,14";"165,38";"100,00";"159,09";"104,55";"120,00";"97,30";"95,95";"112,50";"102,67";"86,67";"118,91"
"410790 FLORESTA";"0";"172,73";"107,27";"102,99";"108,11";"101,27";"100,00";"126,67";"77,78";"94,12";"67,50";"93,75";"96,25";"100,00";"94,05";"108,97";"89,13";"92,31";"90,11";"131,25";"74,14";"100,86";"100,00";"94,44";"68,75";"101,78"
"410800 FLORESTOPOLIS";"0";"144,00";"149,33";"93,96";"104,22";"103,91";"107,19";"94,38";"93,62";"116,67";"80,00";"108,00";"106,67";"106,67";"99,44";"92,05";"107,95";"98,25";"101,75";"70,20";"98,67";"62,00";"98,50";"79,73";"98,18";"106,83"
"410810 FLORIDA";"0";"121,88";"96,88";"100,00";"100,00";"134,29";"86,36";"105,56";"125,93";"75,76";"136,00";"92,00";"112,00";"140,00";"170,37";"109,09";"109,68";"115,62";"90,62";"117,86";"151,85";"144,44";"70,00";"100,00";"76,92";"115,06"
"410820 FORMOSA DO OESTE";"0";"80,65";"97,58";"82,86";"96,94";"74,51";"158,73";"86,59";"134,43";"81,11";"104,71";"97,65";"92,94";"85,88";"155,07";"64,89";"112,99";"106,98";"80,23";"119,75";"82,57";"96,33";"98,81";"110,53";"71,43";"102,38"
"410830 FOZ DO IGUACU";"0";"85,11";"112,14";"103,15";"99,93";"106,04";"97,46";"97,28";"98,19";"95,09";"109,75";"104,17";"93,63";"96,55";"111,13";"104,26";"117,04";"82,83";"68,39";"84,26";"105,93";"77,98";"91,54";"92,23";"48,26";"102,88"
"410832 FRANCISCO ALVES";"0";"119,79";"117,71";"85,71";"94,59";"122,50";"117,35";"84,78";"104,94";"104,11";"93,83";"97,53";"103,70";"102,47";"110,26";"80,00";"100,00";"77,32";"107,22";"91,67";"111,70";"97,87";"95,96";"112,82";"63,46";"105,36"
"410840 FRANCISCO BELTRAO";"0";"95,93";"40,39";"102,46";"86,01";"170,78";"84,69";"90,70";"95,81";"85,53";"91,48";"71,64";"91,31";"96,58";"128,43";"80,54";"90,60";"96,65";"84,41";"92,77";"92,84";"69,76";"87,39";"91,85";"69,98";"96,23"
"410845 FOZ DO JORDAO";"0";"112,27";"114,11";"115,09";"102,81";"134,58";"64,23";"101,79";"141,98";"76,53";"87,95";"95,18";"110,84";"107,23";"74,00";"191,78";"88,24";"104,82";"108,43";"86,81";"80,26";"90,79";"108,33";"80,90";"96,77";"108,75"
"410850 GENERAL CARNEIRO";"0";"59,37";"81,51";"96,08";"130,50";"163,79";"75,81";"107,27";"92,31";"95,42";"106,45";"85,08";"88,31";"83,47";"203,23";"111,06";"81,59";"82,46";"92,54";"77,59";"96,48";"58,29";"93,30";"60,10";"86,49";"99,40"
"410855 GODOY MOREIRA";"0";"120,00";"113,33";"151,92";"147,92";"130,00";"104,92";"129,55";"115,38";"86,05";"61,22";"87,76";"89,80";"79,59";"127,27";"91,89";"87,88";"125,81";"87,10";"154,55";"118,42";"65,79";"145,00";"137,50";"122,22";"114,91"
"410860 GOIOERE";"0";"86,83";"93,61";"93,53";"96,88";"108,02";"109,39";"102,51";"109,82";"68,99";"108,14";"91,28";"97,38";"97,09";"123,17";"150,80";"75,81";"85,64";"86,68";"94,10";"79,90";"94,78";"103,27";"81,74";"45,86";"100,56"
"410865 GOIOXIM";"0";"111,24";"127,81";"129,81";"122,41";"87,22";"139,19";"101,24";"145,67";"100,00";"107,69";"92,31";"102,56";"91,45";"148,15";"107,96";"94,38";"116,09";"125,29";"99,06";"97,22";"85,19";"120,88";"87,04";"94,44";"116,50"
"410870 GRANDES RIOS";"0";"77,58";"74,55";"75,00";"89,31";"100,00";"129,59";"97,32";"115,38";"94,55";"126,26";"80,81";"81,82";"79,80";"133,33";"127,91";"83,33";"76,47";"79,41";"91,76";"96,59";"93,18";"74,12";"59,52";"64,00";"96,57"
"410880 GUAIRA";"0";"93,86";"117,69";"85,16";"114,04";"112,55";"109,85";"109,72";"91,42";"92,86";"124,88";"124,65";"122,35";"82,03";"104,49";"100,59";"117,80";"117,27";"113,22";"118,76";"118,15";"94,76";"86,40";"114,03";"55,10";"110,01"
"410890 GUAIRACA";"0";"77,78";"94,44";"97,75";"107,14";"98,89";"97,73";"114,81";"128,38";"86,67";"71,03";"69,16";"69,16";"100,93";"97,94";"90,53";"103,30";"103,53";"105,88";"83,52";"141,56";"144,16";"85,71";"143,59";"56,41";"103,16"
"410895 GUAMIRANGA";"0";"116,96";"120,54";"115,69";"106,67";"117,09";"107,03";"111,85";"135,35";"95,65";"125,00";"96,00";"102,00";"125,00";"95,59";"105,94";"151,43";"91,60";"107,56";"94,59";"136,84";"96,49";"84,47";"149,30";"60,98";"115,23"
"410900 GUAPIRAMA";"0";"101,59";"136,51";"105,97";"140,74";"130,00";"152,17";"106,90";"118,33";"132,73";"91,18";"129,41";"85,29";"89,71";"126,00";"100,00";"78,57";"134,00";"120,00";"96,43";"123,64";"38,18";"127,45";"104,00";"83,33";"116,52"
"410910 GUAPOREMA";"0";"113,33";"106,67";"125,00";"88,46";"59,38";"103,33";"82,86";"257,14";"95,45";"135,00";"135,00";"115,00";"115,00";"131,82";"126,32";"87,50";"147,62";"85,71";"109,52";"104,76";"157,14";"84,62";"88,89";"50,00";"115,84"
"410920 GUARACI";"0";"91,07";"167,86";"124,19";"111,76";"132,76";"111,54";"92,45";"84,21";"108,47";"110,17";"96,61";"111,86";"111,86";"87,10";"113,73";"98,36";"98,25";"87,72";"183,87";"82,09";"67,16";"72,58";"100,00";"87,50";"108,54"
"410930 GUARANIACU";"0";"89,94";"91,72";"95,21";"99,35";"178,15";"85,71";"110,61";"101,80";"96,50";"91,39";"87,56";"95,22";"86,12";"105,56";"79,38";"63,83";"106,98";"131,98";"97,47";"90,95";"80,00";"57,32";"62,83";"39,71";"102,87"
"410940 GUARAPUAVA";"0";"101,33";"99,61";"92,42";"97,22";"89,78";"103,18";"113,85";"102,86";"91,06";"89,11";"86,84";"94,03";"100,32";"110,10";"108,56";"91,38";"87,42";"84,51";"77,70";"74,06";"91,49";"70,67";"58,53";"32,16";"96,33"
"410950 GUARAQUECABA";"0";"62,82";"77,56";"96,67";"129,25";"89,81";"119,17";"138,40";"131,86";"120,72";"122,33";"104,85";"127,18";"137,86";"85,44";"104,26";"86,11";"82,05";"134,62";"77,88";"47,47";"142,42";"59,02";"88,18";"51,22";"105,07"
"410960 GUARATUBA";"0";"102,10";"69,06";"85,41";"92,95";"72,92";"86,53";"103,59";"113,85";"90,76";"93,44";"91,25";"93,65";"82,28";"122,17";"115,98";"109,79";"97,51";"74,56";"85,93";"90,62";"60,35";"95,80";"84,17";"53,70";"94,59"
"410965 HONORIO SERPA";"0";"101,54";"93,08";"84,82";"107,41";"90,76";"87,72";"107,62";"104,49";"97,67";"78,43";"90,20";"100,00";"71,57";"118,57";"102,56";"139,06";"134,15";"91,46";"74,36";"118,18";"118,18";"143,08";"97,26";"56,00";"105,31"
"410970 IBAITI";"0";"91,73";"87,99";"95,49";"99,15";"118,07";"97,88";"92,09";"104,26";"109,17";"122,17";"104,82";"126,99";"109,16";"138,14";"115,63";"89,16";"94,26";"88,52";"93,16";"115,03";"124,86";"129,67";"102,50";"83,55";"110,05"
"410975 IBEMA";"0";"82,40";"116,80";"110,34";"96,49";"92,45";"86,36";"93,48";"92,00";"132,53";"134,94";"113,25";"120,48";"112,05";"132,67";"100,93";"81,20";"113,27";"97,96";"91,92";"121,28";"110,64";"107,69";"77,42";"87,88";"110,00"
"410980 IBIPORA";"0";"50,06";"98,87";"88,06";"100,80";"102,36";"93,98";"91,81";"100,97";"80,31";"86,26";"90,08";"83,85";"84,28";"100,00";"72,71";"92,04";"97,38";"93,15";"90,10";"87,87";"75,32";"81,51";"87,98";"66,67";"92,55"
"410990 ICARAIMA";"0";"116,56";"115,29";"106,82";"97,84";"88,28";"106,52";"153,54";"99,15";"111,76";"110,89";"114,85";"102,97";"102,97";"98,28";"78,70";"91,60";"97,14";"125,71";"100,00";"111,40";"127,19";"77,93";"100,00";"78,95";"110,81"
"411000 IGUARACU";"0";"86,27";"105,88";"115,91";"96,97";"102,86";"67,35";"119,15";"90,00";"140,00";"91,11";"104,44";"137,78";"120,00";"113,73";"107,27";"90,77";"61,54";"71,79";"98,41";"112,96";"159,26";"92,86";"96,88";"60,00";"105,60"
"411005 IGUATU";"0";"100,00";"75,00";"144,00";"112,50";"97,06";"92,86";"126,67";"91,43";"133,33";"66,67";"103,03";"69,70";"60,61";"77,78";"91,67";"243,75";"62,86";"68,57";"114,29";"65,38";"103,85";"91,30";"76,19";"100,00";"100,00"
"411007 IMBAU";"0";"124,73";"136,81";"7,10";"109,35";"94,51";"113,66";"97,14";"115,59";"90,37";"89,55";"98,18";"78,18";"75,91";"144,94";"80,65";"90,32";"58,08";"97,98";"59,01";"60,11";"14,04";"51,91";"90,80";"72,73";"90,70"
"411010 IMBITUVA";"0";"93,79";"85,07";"92,86";"101,74";"100,75";"98,28";"112,29";"101,62";"88,54";"98,15";"97,46";"84,06";"88,68";"114,45";"146,89";"119,70";"95,45";"102,60";"87,48";"88,54";"85,14";"91,94";"108,35";"55,77";"102,92"
"411020 INACIO MARTINS";"0";"102,57";"113,60";"110,07";"100,74";"92,74";"100,41";"116,67";"101,30";"111,11";"118,18";"109,63";"99,47";"81,82";"115,00";"144,10";"117,65";"112,58";"93,38";"112,23";"59,88";"66,28";"122,15";"91,72";"64,79";"108,91"
"411030 INAJA";"0";"157,89";"150,00";"143,33";"168,42";"213,33";"115,38";"113,33";"124,14";"106,06";"105,56";"77,78";"102,78";"119,44";"130,77";"105,26";"116,67";"111,11";"80,56";"68,57";"62,50";"106,25";"100,00";"151,52";"233,33";"124,74"
"411040 INDIANOPOLIS";"0";"158,33";"104,17";"100,00";"106,25";"92,31";"103,70";"80,00";"115,09";"136,59";"104,35";"97,83";"132,61";"119,57";"116,13";"115,00";"76,56";"132,61";"145,65";"75,76";"92,16";"129,41";"126,32";"90,38";"54,17";"115,58"
"411050 IPIRANGA";"0";"74,83";"97,02";"93,73";"109,96";"94,37";"112,17";"90,87";"99,15";"101,95";"89,00";"102,50";"161,50";"85,50";"116,67";"87,24";"102,29";"94,47";"100,50";"72,28";"102,08";"76,04";"92,89";"82,78";"64,00";"101,73"
"411060 IPORA";"0";"125,11";"108,68";"110,55";"101,86";"99,51";"75,00";"95,02";"85,34";"97,28";"94,68";"97,34";"95,21";"86,70";"122,70";"95,43";"81,18";"111,35";"91,35";"87,19";"108,29";"97,93";"51,21";"91,94";"43,33";"100,67"
"411065 IRACEMA DO OESTE";"0";"115,00";"95,00";"104,88";"95,56";"127,59";"91,43";"127,59";"74,19";"107,69";"131,58";"94,74";"136,84";"147,37";"188,00";"40,00";"181,25";"124,00";"104,00";"65,22";"160,00";"140,00";"130,77";"59,38";"66,67";"113,43"
"411070 IRATI";"0";"90,37";"104,26";"125,03";"108,80";"108,42";"97,36";"103,81";"108,60";"104,68";"106,36";"101,65";"112,09";"108,52";"96,31";"108,07";"88,92";"100,12";"101,08";"100,35";"91,65";"94,00";"91,80";"86,73";"78,42";"106,00"
"411080 IRETAMA";"0";"96,23";"79,72";"121,26";"98,77";"121,84";"105,99";"89,64";"116,11";"95,80";"107,94";"91,27";"96,83";"123,02";"91,19";"86,43";"86,21";"92,48";"101,50";"89,73";"100,69";"83,45";"110,94";"99,22";"49,02";"103,91"
"411090 ITAGUAJE";"0";"124,24";"106,06";"123,33";"116,67";"103,12";"101,64";"91,67";"54,17";"83,61";"122,22";"88,89";"103,70";"88,89";"87,04";"66,67";"118,87";"102,82";"88,73";"124,56";"80,30";"50,00";"64,58";"87,93";"51,85";"101,21"
"411095 ITAIPULANDIA";"0";"61,31";"78,10";"78,03";"93,98";"94,83";"90,23";"117,50";"121,78";"45,11";"87,70";"85,25";"101,64";"95,08";"100,73";"113,91";"128,29";"105,48";"98,63";"140,14";"81,96";"82,99";"95,18";"133,33";"48,57";"98,13"
"411100 ITAMBARACA";"0";"160,36";"116,22";"135,80";"100,00";"89,62";"118,26";"119,00";"127,27";"78,50";"108,00";"96,00";"76,00";"83,00";"140,00";"103,75";"116,46";"86,11";"98,61";"107,69";"83,33";"109,09";"55,17";"117,24";"108,00";"112,91"
"411110 ITAMBE";"0";"80,00";"117,78";"101,10";"102,41";"75,00";"95,89";"165,52";"104,55";"105,08";"76,32";"88,16";"147,37";"114,47";"114,10";"95,52";"95,71";"68,42";"80,26";"133,33";"127,40";"52,05";"101,45";"104,23";"74,07";"105,32"
"411120 ITAPEJARA D\'OESTE";"0";"111,21";"96,55";"116,38";"115,04";"103,17";"106,08";"128,26";"134,21";"105,83";"184,55";"92,73";"138,18";"131,82";"131,93";"125,38";"121,55";"98,63";"106,85";"118,95";"84,13";"85,19";"77,65";"83,02";"66,10";"115,13"
"411125 ITAPERUCU";"0";"250,95";"160,43";"107,98";"122,88";"89,26";"137,96";"136,11";"94,98";"93,95";"98,41";"106,36";"111,59";"127,50";"106,84";"169,71";"103,81";"77,43";"89,74";"82,33";"92,79";"81,40";"90,51";"88,28";"67,35";"120,94"
"411130 ITAUNA DO SUL";"0";"109,57";"82,98";"98,31";"97,10";"111,84";"116,67";"113,04";"65,08";"103,57";"60,00";"95,00";"81,67";"91,67";"148,33";"100,00";"87,72";"81,36";"77,97";"75,00";"163,16";"134,21";"110,64";"80,00";"61,11";"101,66"
"411140 IVAI";"0";"83,72";"81,01";"94,21";"127,20";"131,73";"97,32";"117,94";"107,25";"84,19";"106,57";"92,49";"97,65";"95,31";"81,82";"95,26";"80,45";"114,74";"92,11";"102,70";"99,49";"94,39";"112,65";"89,34";"71,25";"104,72"
"411150 IVAIPORA";"0";"96,15";"94,04";"105,04";"94,90";"208,94";"102,46";"97,75";"97,52";"112,06";"117,69";"88,20";"96,78";"100,80";"88,48";"65,78";"69,70";"90,02";"84,09";"105,11";"103,60";"108,23";"83,82";"96,54";"73,24";"106,16"
"411155 IVATE";"0";"151,69";"113,56";"116,49";"127,78";"193,52";"104,46";"171,59";"125,66";"123,14";"141,18";"132,94";"131,76";"155,29";"151,82";"62,39";"84,11";"99,08";"53,21";"66,39";"95,60";"40,66";"52,44";"96,59";"58,06";"119,62"
"411160 IVATUBA";"0";"113,89";"127,78";"110,34";"126,92";"128,57";"73,33";"117,86";"100,00";"83,33";"87,50";"68,75";"78,12";"62,50";"96,15";"155,00";"80,00";"80,65";"103,23";"209,38";"73,68";"63,16";"63,89";"70,59";"50,00";"101,80"
"411170 JABOTI";"0";"113,16";"98,68";"67,91";"82,98";"123,81";"84,42";"103,95";"138,89";"124,49";"153,23";"124,19";"141,94";"138,71";"120,00";"93,06";"71,01";"84,78";"182,61";"74,75";"81,01";"65,82";"100,00";"73,97";"143,48";"107,09"
"411180 JACAREZINHO";"0";"99,22";"95,47";"101,17";"96,22";"110,57";"89,80";"84,07";"102,02";"79,01";"85,09";"83,08";"92,13";"86,26";"96,28";"128,65";"87,56";"83,33";"81,12";"99,63";"109,21";"93,19";"82,34";"95,44";"67,36";"99,11"
"411190 JAGUAPITA";"0";"62,50";"106,25";"107,34";"97,09";"102,53";"130,26";"103,12";"104,22";"94,94";"85,99";"91,08";"107,64";"114,65";"97,13";"126,99";"75,13";"135,37";"93,29";"92,81";"81,92";"6,78";"63,86";"70,00";"52,00";"98,06"
"411200 JAGUARIAIVA";"0";"78,17";"106,90";"114,49";"103,16";"161,39";"91,32";"98,36";"89,79";"101,04";"93,87";"75,68";"102,52";"114,05";"140,59";"112,71";"106,63";"88,87";"88,23";"82,79";"92,39";"90,94";"115,23";"96,79";"68,50";"105,46"
"411210 JANDAIA DO SUL";"0";"61,56";"104,69";"104,38";"109,09";"126,23";"84,59";"107,47";"80,43";"101,17";"104,31";"86,64";"106,90";"109,05";"94,16";"135,04";"101,88";"89,41";"90,98";"98,12";"109,52";"102,20";"76,23";"99,57";"59,05";"102,63"
"411220 JANIOPOLIS";"0";"59,70";"87,31";"94,57";"110,10";"103,49";"65,81";"144,44";"103,61";"97,50";"110,77";"87,69";"118,46";"76,92";"128,99";"92,42";"112,50";"81,01";"112,66";"82,56";"90,28";"61,11";"106,38";"98,21";"78,57";"106,45"
"411230 JAPIRA";"0";"76,81";"98,55";"83,95";"102,56";"100,00";"158,82";"122,06";"116,67";"139,62";"126,67";"106,67";"118,33";"101,67";"137,50";"121,05";"114,04";"139,34";"98,36";"126,79";"109,46";"74,32";"108,77";"134,55";"45,16";"115,94"
"411240 JAPURA";"0";"106,15";"115,38";"117,89";"106,38";"122,50";"78,90";"109,89";"98,89";"123,68";"77,06";"91,74";"87,16";"84,40";"99,02";"110,67";"112,20";"85,15";"90,10";"97,06";"79,82";"84,40";"105,21";"85,87";"64,52";"103,39"
"411250 JARDIM ALEGRE";"0";"63,86";"91,58";"86,91";"92,08";"205,79";"103,16";"100,58";"97,33";"110,74";"101,48";"93,33";"94,81";"108,15";"121,92";"97,42";"99,35";"86,34";"77,64";"96,45";"112,21";"96,95";"94,52";"102,22";"87,50";"106,42"
"411260 JARDIM OLINDA";"0";"138,10";"138,10";"142,11";"170,00";"173,68";"67,74";"59,26";"122,22";"51,61";"111,11";"70,37";"70,37";"103,70";"66,67";"90,00";"65,00";"89,47";"94,74";"72,22";"185,71";"321,43";"15,38";"50,00";"85,71";"106,36"
"411270 JATAIZINHO";"0";"190,87";"106,96";"136,42";"118,23";"81,13";"100,53";"132,76";"82,83";"130,19";"88,07";"95,45";"95,45";"103,98";"98,31";"108,86";"123,35";"90,29";"76,70";"98,85";"90,86";"77,16";"112,50";"144,65";"98,46";"121,14"
"411275 JESUITAS";"0";"101,50";"103,01";"98,35";"93,86";"90,65";"119,00";"110,19";"87,13";"93,69";"97,35";"111,50";"84,96";"95,58";"134,52";"68,75";"111,65";"100,00";"80,73";"107,92";"94,06";"100,99";"109,18";"83,65";"85,29";"104,96"
"411280 JOAQUIM TAVORA";"0";"126,32";"112,03";"103,94";"111,63";"107,58";"87,50";"121,58";"116,13";"90,98";"87,07";"93,88";"78,23";"83,67";"93,13";"108,53";"128,38";"102,17";"91,85";"110,83";"82,21";"94,48";"91,07";"91,86";"79,17";"103,73"
"411290 JUNDIAI DO SUL";"0";"62,71";"111,86";"108,20";"152,50";"110,42";"143,48";"135,00";"110,81";"110,81";"120,00";"108,57";"102,86";"85,71";"118,18";"50,00";"120,00";"68,29";"107,32";"66,67";"148,39";"90,32";"102,56";"113,95";"94,44";"112,67"
"411295 JURANDA";"0";"92,00";"102,67";"130,83";"99,28";"105,22";"133,02";"105,15";"112,82";"68,00";"129,17";"94,44";"136,11";"129,17";"167,65";"117,02";"91,51";"80,22";"102,20";"94,00";"92,71";"103,12";"100,00";"119,19";"55,32";"111,79"
"411300 JUSSARA";"0";"74,79";"100,00";"110,99";"103,61";"108,79";"125,33";"98,67";"91,14";"89,89";"85,05";"93,46";"85,05";"76,64";"100,00";"101,10";"96,67";"94,57";"79,35";"108,14";"92,22";"101,11";"81,18";"102,90";"60,00";"99,49"
"411310 KALORE";"0";"112,50";"103,12";"88,68";"112,50";"100,00";"95,00";"107,55";"115,00";"63,64";"150,00";"115,79";"142,11";"110,53";"118,60";"120,00";"92,59";"106,12";"120,41";"95,74";"97,96";"89,80";"92,00";"86,00";"73,68";"109,11"
"411320 LAPA";"0";"97,86";"103,90";"94,84";"99,38";"111,55";"101,31";"97,46";"108,46";"82,30";"99,84";"78,79";"95,85";"102,23";"113,32";"73,33";"105,76";"82,57";"80,85";"78,92";"97,52";"89,20";"79,45";"87,76";"60,70";"99,16"
"411325 LARANJAL";"0";"129,85";"42,54";"63,77";"124,48";"84,17";"108,80";"110,26";"103,60";"102,83";"103,00";"96,00";"83,00";"100,00";"94,95";"90,82";"80,58";"118,39";"96,55";"113,75";"81,05";"78,95";"110,59";"103,26";"86,11";"102,40"
"411330 LARANJEIRAS DO SUL";"0";"85,61";"95,53";"90,68";"93,49";"134,07";"87,93";"101,54";"133,80";"84,53";"99,77";"87,84";"100,23";"109,01";"113,24";"95,51";"108,37";"95,51";"82,24";"98,07";"103,12";"69,58";"83,79";"87,58";"69,52";"102,37"
"411340 LEOPOLIS";"0";"77,46";"105,63";"105,36";"87,93";"71,93";"101,89";"114,89";"83,02";"123,26";"90,00";"84,00";"90,00";"102,00";"45,61";"154,17";"105,00";"82,69";"73,08";"83,78";"70,83";"108,33";"71,74";"102,33";"35,71";"95,13"
"411342 LIDIANOPOLIS";"0";"181,40";"137,21";"100,00";"162,00";"135,14";"113,33";"105,56";"131,37";"122,45";"143,48";"126,09";"156,52";"128,26";"132,08";"56,41";"108,70";"97,83";"156,52";"109,43";"101,92";"105,77";"115,69";"159,38";"55,56";"138,13"
"411345 LINDOESTE";"0";"85,42";"100,00";"90,10";"115,96";"85,87";"85,23";"144,62";"116,44";"94,37";"124,14";"87,93";"125,86";"84,48";"128,17";"133,33";"96,10";"90,41";"98,63";"78,21";"123,94";"104,23";"100,00";"109,38";"69,23";"110,67"
"411350 LOANDA";"0";"123,45";"128,66";"114,38";"106,29";"75,16";"107,14";"102,02";"87,45";"71,75";"100,67";"79,33";"91,00";"98,67";"144,90";"79,20";"100,68";"89,06";"77,20";"94,36";"93,85";"102,46";"130,19";"96,59";"62,20";"106,44"
"411360 LOBATO";"0";"98,33";"111,67";"93,75";"102,08";"78,69";"100,00";"111,11";"116,33";"105,13";"109,09";"118,18";"90,91";"129,55";"198,28";"100,00";"100,00";"105,26";"96,49";"100,00";"98,31";"81,36";"83,33";"114,58";"40,00";"111,24"
"411370 LONDRINA";"0";"90,28";"98,56";"89,88";"95,75";"89,43";"95,66";"90,44";"83,16";"83,59";"89,28";"85,76";"90,42";"93,67";"96,35";"88,93";"91,55";"96,02";"90,25";"50,86";"88,84";"89,59";"98,55";"109,36";"85,45";"93,51"
"411373 LUIZIANA";"0";"95,00";"94,29";"104,31";"110,62";"115,97";"118,10";"141,11";"103,85";"126,00";"106,03";"111,21";"113,79";"110,34";"163,11";"94,74";"107,62";"130,85";"103,19";"80,95";"116,67";"117,86";"101,06";"103,26";"60,53";"115,31"
"411375 LUNARDELLI";"0";"94,20";"123,19";"73,68";"112,50";"156,82";"139,24";"102,38";"78,75";"105,63";"80,00";"72,50";"65,00";"67,50";"106,35";"71,23";"180,43";"88,14";"86,44";"101,92";"119,64";"96,43";"90,74";"108,16";"81,25";"102,94"
"411380 LUPIONOPOLIS";"0";"107,94";"130,16";"95,16";"93,15";"88,14";"129,63";"135,00";"55,93";"141,46";"70,69";"131,03";"129,31";"113,79";"107,94";"100,00";"92,98";"130,77";"109,62";"82,69";"112,20";"80,49";"109,30";"140,00";"66,67";"109,72"
"411390 MALLET";"0";"100,88";"115,79";"96,74";"101,77";"97,51";"122,75";"88,46";"141,83";"99,35";"110,37";"117,78";"117,78";"116,30";"121,62";"96,57";"200,00";"98,77";"98,77";"101,92";"106,51";"105,33";"103,09";"140,74";"152,38";"118,60"
